Title,Genre,Year,Rating,BoxOffice
movie1396,romance,2015,2.1,30928
movie1397,action,1999,2.5,141934
movie1398,action,1998,2.2,133595
movie1399,thriller,1997,1.3,55348
movie1400,horror,1996,3.0,97545
movie1401,horror,1994,2.5,175394
movie1402,horror,2016,3.8,129793
movie1403,romance,2000,4.6,67337
movie1404,horror,2023,3.7,133842
movie1405,drama,2005,2.4,186391
movie1406,horror,2013,4.8,19808
movie1407,horror,1991,1.1,74350
movie1408,drama,1991,3.5,53225
movie1409,horror,2017,4.3,47627
movie1410,horror,1996,1.7,164326
movie1411,comedy,1999,1.6,56597
movie1412,sci-fi,1995,3.9,49462
movie1413,comedy,2012,1.8,35078
movie1414,sci-fi,2024,3.4,13935
movie1415,animation,1990,4.5,199849
movie1416,sci-fi,1993,1.4,153904
movie1417,comedy,2021,3.0,191888
movie1418,comedy,1999,1.3,50453
movie1419,animation,1990,3.5,140862
movie1420,action,2011,1.3,125641
movie1421,thriller,2020,4.9,73899
movie1422,romance,1997,2.7,164554
movie1423,horror,1990,3.9,110821
movie1424,thriller,2019,3.5,92807
movie1425,romance,2010,4.7,41951
movie1426,action,1999,4.2,159624
movie1427,drama,2012,2.4,46548
movie1428,horror,1997,2.7,161375
movie1429,drama,2004,2.9,112119
movie1430,sci-fi,2008,2.8,181222
movie1431,drama,2018,4.9,15497
movie1432,thriller,2010,5.0,44392
movie1433,action,2009,1.3,53657
movie1434,animation,1999,1.5,8064
movie1435,comedy,2011,2.6,94011
movie1436,action,2012,1.5,101060
movie1437,drama,1990,2.5,98000
movie1438,drama,1996,1.8,63628
movie1439,action,2009,1.0,136716
movie1440,romance,2018,4.3,187927
movie1441,romance,2004,4.2,123864
movie1442,sci-fi,2020,1.6,60713
movie1443,animation,2016,4.0,170266
movie1444,action,2006,3.5,110237
movie1445,sci-fi,2013,1.9,185416
movie1446,thriller,2014,4.8,154222
movie1447,drama,1996,1.3,195591
movie1448,horror,2005,4.1,154165
movie1449,drama,2009,1.2,140039
movie1450,action,2024,2.2,124206
movie1451,sci-fi,1995,1.7,85933
movie1452,horror,2000,4.1,35349
movie1453,romance,2008,2.5,22541
movie1454,comedy,1995,3.7,188125
movie1455,animation,2018,4.0,61985
movie1456,animation,2002,2.0,128578
movie1457,animation,2002,4.2,134672
movie1458,romance,2003,2.5,64583
movie1459,comedy,1996,3.0,47553
movie1460,sci-fi,2015,1.6,35824
movie1461,animation,2011,4.8,117138
movie1462,comedy,2014,1.7,5600
movie1463,romance,1993,4.4,87558
movie1464,drama,2005,1.8,183622
movie1465,horror,1992,1.7,102054
movie1466,comedy,2010,3.9,68078
movie1467,comedy,1997,3.3,21752
movie1468,sci-fi,2001,4.1,37293
movie1469,animation,2008,2.1,53789
movie1470,thriller,2023,1.4,77259
movie1471,horror,2006,4.6,141244
movie1472,animation,1998,3.7,11421
movie1473,sci-fi,1999,1.5,28844
movie1474,drama,1994,1.2,37577
movie1475,action,1996,1.1,92076
movie1476,sci-fi,2005,4.5,81903
movie1477,horror,2001,1.1,157635
movie1478,animation,2002,2.9,24032
movie1479,animation,2009,3.0,22919
movie1480,animation,2001,2.3,162144
movie1481,comedy,2014,3.2,30207
movie1482,horror,2005,3.5,23791
movie1483,thriller,2015,4.8,5785
movie1484,horror,2013,4.5,72211
movie1485,sci-fi,2013,4.0,157942
movie1486,comedy,2007,3.5,33564
movie1487,romance,2005,2.1,161849
movie1488,drama,2010,2.0,74620
movie1489,thriller,2023,3.3,187718
movie1490,romance,2024,3.0,98510
movie1491,sci-fi,1993,2.4,115655
movie1492,thriller,2021,2.4,190639
movie1493,thriller,1996,4.4,74155
movie1494,comedy,2020,4.3,120437
movie1495,animation,2001,2.3,24108
movie1496,action,2017,4.4,191957
movie1497,thriller,2011,1.9,172624
movie1498,comedy,2008,4.7,81264
movie1499,romance,1992,1.3,177542
movie1500,thriller,1998,1.1,141304
movie1501,action,2010,3.3,182255
movie1502,horror,2008,4.2,30880
movie1503,romance,1992,4.1,67459
movie1504,thriller,2009,2.0,75818
movie1505,drama,1997,4.8,111717
movie1506,animation,2006,2.5,183238
movie1507,action,2012,2.4,106644
movie1508,thriller,2001,2.5,196419
movie1509,romance,2002,3.5,167718
movie1510,romance,2000,2.3,11599
movie1511,horror,2003,4.7,24503
movie1512,action,2004,2.2,126960
movie1513,romance,2018,3.0,194797
movie1514,horror,2023,2.6,176248
movie1515,comedy,2007,1.3,130975
movie1516,thriller,2019,2.7,85130
movie1517,sci-fi,2019,4.7,161457
movie1518,comedy,2022,5.0,67326
movie1519,drama,2008,4.3,45909
movie1520,horror,2007,4.1,83634
movie1521,comedy,2005,2.0,85404
movie1522,thriller,2014,4.2,16046
movie1523,romance,1996,4.2,105662
movie1524,animation,1993,3.1,122056
movie1525,action,2019,1.7,197853
movie1526,comedy,1991,3.8,191682
movie1527,romance,1993,2.9,118470
movie1528,animation,2024,4.5,159768
movie1529,thriller,2005,2.6,45031
movie1530,horror,2021,2.3,188076
movie1531,animation,2009,3.5,194550
movie1532,horror,1993,3.5,193417
movie1533,drama,2018,3.3,169710
movie1534,animation,2015,3.2,176004
movie1535,horror,1996,2.2,35234
movie1536,horror,1997,1.1,72230
movie1537,romance,2008,2.8,154482
movie1538,animation,2024,2.6,171805
movie1539,action,1997,3.8,34855
movie1540,sci-fi,2019,3.8,20113
movie1541,horror,2007,5.0,125413
movie1542,animation,2007,2.5,97712
movie1543,horror,2010,2.8,184609
movie1544,romance,2020,4.0,158727
movie1545,horror,2022,1.5,138650
movie1546,animation,2016,3.5,137538
movie1547,action,2010,3.2,122943
movie1548,animation,2020,2.8,58038
movie1549,thriller,2006,3.9,50249
movie1550,thriller,1991,2.0,103870
movie1551,action,2007,2.7,116581
movie1552,action,1993,3.3,70432
movie1553,thriller,2001,1.1,144782
movie1554,animation,2014,2.8,61971
movie1555,animation,2001,4.3,157012
movie1556,action,1991,3.7,132761
movie1557,animation,2023,3.1,92412
movie1558,comedy,2012,1.3,16061
movie1559,sci-fi,1995,1.5,82809
movie1560,action,2009,2.8,71903
movie1561,horror,2001,4.8,72660
movie1562,drama,2000,3.7,132841
movie1563,drama,2014,4.3,183062
movie1564,sci-fi,1992,3.0,39298
movie1565,horror,2018,4.2,83163
movie1566,romance,2017,3.8,99254
movie1567,drama,2014,1.6,183373
movie1568,horror,2015,2.5,91655
movie1569,horror,1999,4.8,12739
movie1570,romance,2010,4.9,88449
movie1571,horror,2011,1.0,137500
movie1572,action,2012,3.0,68144
movie1573,animation,1992,2.4,156625
movie1574,action,2007,4.5,132416
movie1575,action,1998,4.1,100315
movie1576,comedy,1996,3.0,181696
movie1577,romance,2003,1.4,73131
movie1578,drama,1992,3.1,74379
movie1579,action,2018,1.2,55758
movie1580,drama,2015,3.2,104057
movie1581,horror,2000,2.0,168781
movie1582,thriller,2013,3.7,108925
movie1583,thriller,2022,3.5,7292
movie1584,comedy,1995,3.9,27411
movie1585,drama,2015,4.5,58664
movie1586,horror,2011,4.3,176150
movie1587,comedy,2022,4.4,150408
movie1588,sci-fi,2013,1.5,146750
movie1589,drama,2019,1.7,148004
movie1590,comedy,2023,1.3,88344
movie1591,thriller,1998,4.6,101961
movie1592,comedy,2011,3.1,42427
movie1593,horror,2006,4.6,91100
movie1594,animation,2005,4.0,96719
movie1595,thriller,1993,3.0,5622
movie1596,animation,2015,3.6,121330
movie1597,animation,1997,3.8,171169
movie1598,sci-fi,2022,2.2,175200
movie1599,romance,2012,2.7,159149
movie1600,romance,1990,4.6,112806
movie1601,action,1999,4.7,85120
movie1602,comedy,2020,4.4,129773
movie1603,animation,2019,4.7,119495
movie1604,comedy,2017,4.7,76138
movie1605,drama,2024,4.9,170339
movie1606,drama,2001,2.3,84102
movie1607,horror,2017,4.9,113300
movie1608,action,2024,2.9,145183
movie1609,romance,2002,1.0,191590
movie1610,drama,1992,1.2,45217
movie1611,drama,2022,3.7,33996
movie1612,animation,2003,3.7,192771
movie1613,comedy,2021,2.5,163634
movie1614,action,2012,3.4,142219
movie1615,sci-fi,1994,4.5,22168
movie1616,comedy,1992,4.7,34599
movie1617,comedy,2005,3.0,134619
movie1618,animation,2013,5.0,141178
movie1619,drama,2018,3.2,154097
movie1620,comedy,2011,4.4,23953
movie1621,horror,2020,3.1,45722
movie1622,horror,2010,2.5,144594
movie1623,sci-fi,1994,2.9,165521
movie1624,sci-fi,2019,2.1,163027
movie1625,animation,2000,2.1,8216
movie1626,romance,2024,4.6,90165
movie1627,comedy,2014,1.2,109644
movie1628,action,2016,4.5,182068
movie1629,romance,2006,4.1,132587
movie1630,drama,2002,2.1,137564
movie1631,comedy,1990,3.4,42294
movie1632,drama,1997,1.1,43503
movie1633,drama,1990,1.9,88590
movie1634,horror,1992,1.9,18914
movie1635,thriller,1992,3.7,48711
movie1636,thriller,2000,3.8,166626
movie1637,drama,2019,3.1,54699
movie1638,thriller,2016,3.6,197866
movie1639,animation,1995,1.8,133467
movie1640,thriller,2021,1.5,148166
movie1641,action,1999,4.3,140688
movie1642,comedy,2019,3.1,167798
movie1643,romance,1994,2.6,68279
movie1644,horror,2013,4.4,8210
movie1645,sci-fi,1997,2.9,29868
movie1646,horror,1992,3.4,91630
movie1647,horror,2000,3.0,43513
movie1648,action,2015,4.3,121957
movie1649,thriller,2022,2.0,138362
movie1650,comedy,2019,1.0,54119
movie1651,comedy,1992,2.4,66321
movie1652,horror,1998,1.0,39791
movie1653,romance,2005,1.9,106963
movie1654,thriller,1994,2.1,97425
movie1655,thriller,2009,1.2,60459
movie1656,horror,2003,2.5,84298
movie1657,action,1993,3.9,48999
movie1658,romance,2003,2.3,192029
movie1659,action,1996,2.8,178472
movie1660,drama,2007,3.7,193955
movie1661,sci-fi,2013,3.0,166337
movie1662,thriller,2003,3.9,31071
movie1663,romance,2023,3.9,182081
movie1664,comedy,1998,3.1,74816
movie1665,action,2007,3.7,134837
movie1666,action,1996,3.0,28338
movie1667,drama,1997,3.5,62824
movie1668,romance,2007,3.6,75560
movie1669,animation,1993,3.5,45372
movie1670,sci-fi,2008,3.6,139010
movie1671,romance,2020,1.8,176060
movie1672,animation,1995,3.2,5869
movie1673,horror,2010,3.5,33233
movie1674,horror,2020,2.1,25097
movie1675,action,2006,3.1,167507
movie1676,romance,2015,3.1,175940
movie1677,horror,2005,1.4,129770
movie1678,sci-fi,1993,1.6,112404
movie1679,sci-fi,2020,3.8,140631
movie1680,comedy,2003,1.7,124448
movie1681,animation,1991,5.0,40577
movie1682,comedy,2005,2.0,154379
movie1683,animation,1994,1.8,114091
movie1684,thriller,1998,3.6,180463
movie1685,horror,2021,1.8,133287
movie1686,animation,2019,1.2,186071
movie1687,comedy,1995,4.6,94278
movie1688,animation,2003,4.9,137821
movie1689,thriller,2015,2.8,186399
movie1690,action,2024,3.8,147867
movie1691,sci-fi,2001,5.0,184189
movie1692,comedy,1992,3.5,143345
movie1693,comedy,2016,4.1,193547
movie1694,horror,1999,4.3,115602
movie1695,drama,1999,1.3,175547
movie1696,drama,2001,1.8,164656
movie1697,drama,2013,1.6,94389
movie1698,romance,1991,2.4,42914
movie1699,drama,2022,1.9,74711
movie1700,romance,2009,1.5,76557
movie1701,animation,2015,2.3,76043
movie1702,action,2020,1.5,11859
movie1703,horror,2018,2.3,108544
movie1704,horror,1999,1.9,119101
movie1705,sci-fi,2021,3.3,50033
movie1706,drama,2016,1.9,83132
movie1707,action,1999,1.7,155317
movie1708,thriller,1991,5.0,168860
movie1709,thriller,1998,1.9,129503
movie1710,animation,2023,3.4,137816
movie1711,drama,2020,4.5,34008
movie1712,horror,2022,1.1,156371
movie1713,action,2015,4.7,121449
movie1714,action,2000,2.9,106769
movie1715,romance,2015,1.6,105811
movie1716,romance,2018,1.3,198928
movie1717,horror,2021,1.4,152624
movie1718,action,2004,3.7,124575
movie1719,romance,2017,4.0,134348
movie1720,thriller,2006,4.3,190512
movie1721,romance,1998,1.7,134391
movie1722,action,2000,3.0,41589
movie1723,sci-fi,2009,2.1,97942
movie1724,action,2005,3.7,155146
movie1725,drama,2024,1.1,102004
movie1726,romance,2002,4.0,121523
movie1727,comedy,2008,1.4,45196
movie1728,drama,2002,1.7,99151
movie1729,thriller,2003,4.0,65687
movie1730,sci-fi,1999,1.6,41090
movie1731,animation,2017,2.3,97414
movie1732,thriller,2017,3.8,28447
movie1733,comedy,2012,1.5,90998
movie1734,animation,2022,4.6,141251
movie1735,comedy,2019,2.0,94162
movie1736,horror,1996,3.9,94590
movie1737,comedy,2013,1.6,117452
movie1738,romance,2007,3.4,111093
movie1739,romance,1993,2.3,71382
movie1740,action,2010,1.6,171410
movie1741,action,2013,1.7,160220
movie1742,thriller,2021,2.5,131229
movie1743,drama,2023,1.2,166917
movie1744,romance,2024,1.7,107590
movie1745,comedy,2004,4.6,15102
movie1746,thriller,2005,4.8,20253
movie1747,horror,1993,2.3,165079
movie1748,action,2001,2.9,27683
movie1749,thriller,1995,1.4,31124
movie1750,sci-fi,2023,2.6,115025
movie1751,comedy,2000,1.6,142136
movie1752,sci-fi,2007,2.2,121148
movie1753,horror,2016,3.0,46037
movie1754,romance,2009,2.2,138284
movie1755,thriller,2020,1.9,13998
movie1756,comedy,2005,3.9,194437
movie1757,horror,2015,3.8,180870
movie1758,comedy,2009,4.5,198130
movie1759,sci-fi,1992,3.7,84668
movie1760,romance,2014,2.3,71203
movie1761,horror,2019,3.0,129083
movie1762,action,1990,2.3,38113
movie1763,action,1998,1.7,124367
movie1764,thriller,2009,2.3,97805
movie1765,comedy,2002,4.2,73624
movie1766,comedy,2022,3.5,41000
movie1767,thriller,2019,1.4,9739
movie1768,sci-fi,2003,4.5,109668
movie1769,action,2023,2.3,174663
movie1770,sci-fi,2014,2.1,89321
movie1771,thriller,2014,5.0,175119
movie1772,thriller,2008,3.8,35844
movie1773,romance,2004,4.0,42800
movie1774,sci-fi,2005,4.2,79161
movie1775,horror,1993,3.6,36555
movie1776,sci-fi,2022,3.7,105705
movie1777,sci-fi,1991,3.2,92107
movie1778,thriller,2003,3.9,21732
movie1779,animation,2021,1.1,102540
movie1780,horror,2000,1.3,158069
movie1781,comedy,2006,1.3,113224
movie1782,horror,1993,2.9,113240
movie1783,thriller,2012,3.5,130497
movie1784,sci-fi,2014,4.4,32004
movie1785,animation,2009,4.0,196091
movie1786,sci-fi,2007,2.6,16522
movie1787,romance,2023,3.9,42885
movie1788,horror,2021,2.4,25884
movie1789,thriller,1997,1.6,113585
movie1790,horror,1998,3.3,89245
movie1791,romance,2017,3.1,91753
movie1792,thriller,1997,1.9,14345
movie1793,comedy,1998,3.9,59269
movie1794,animation,1992,3.6,46253
movie1795,horror,1998,3.9,73995
movie1796,drama,2001,1.5,194757
movie1797,romance,2001,1.9,35218
movie1798,comedy,2012,2.3,192334
movie1799,sci-fi,1994,2.2,147934
movie1800,romance,2001,4.0,170847
movie1801,drama,2024,1.9,50723
movie1802,action,2015,3.2,79846
movie1803,drama,2011,3.6,104416
movie1804,comedy,2002,3.7,113948
movie1805,romance,2014,1.5,109447
movie1806,sci-fi,2008,1.7,91280
movie1807,horror,1997,4.3,130427
movie1808,thriller,2008,2.9,63497
movie1809,romance,1992,4.0,134715
movie1810,drama,2011,1.4,54041
movie1811,action,2002,1.7,178630
movie1812,animation,2005,4.0,67481
movie1813,thriller,2017,3.6,67431
movie1814,sci-fi,2020,4.4,189808
movie1815,sci-fi,2005,2.0,193226
movie1816,comedy,2004,3.2,39959
movie1817,animation,2021,4.1,68908
movie1818,action,2009,2.9,163860
movie1819,sci-fi,2005,2.8,110024
movie1820,horror,2008,3.6,174704
movie1821,romance,2020,2.3,47977
movie1822,action,2011,4.9,128732
movie1823,animation,1997,4.3,97930
movie1824,drama,2016,5.0,12811
movie1825,animation,2019,1.0,60153
movie1826,animation,1994,3.9,54495
movie1827,thriller,2001,1.6,73064
movie1828,sci-fi,2009,1.3,113593
movie1829,sci-fi,2016,3.9,85915
movie1830,horror,2008,4.1,17229
movie1831,romance,1993,1.9,146290
movie1832,sci-fi,1995,1.5,72026
movie1833,action,1996,4.7,170567
movie1834,sci-fi,2001,3.4,196415
movie1835,thriller,1992,3.2,75994
movie1836,action,2013,3.9,67623
movie1837,comedy,1994,3.7,177792
movie1838,romance,2016,1.0,44464
movie1839,sci-fi,2001,1.0,58578
movie1840,drama,2019,2.3,170729
movie1841,comedy,2013,4.0,165155
movie1842,sci-fi,2022,4.4,131815
movie1843,drama,2012,2.7,107235
movie1844,animation,1990,3.4,133120
movie1845,comedy,2014,4.4,25526
movie1846,animation,2000,4.1,86816
movie1847,action,1991,3.7,83273
movie1848,horror,1995,1.9,94654
movie1849,thriller,1997,3.1,45143
movie1850,comedy,2001,4.3,85334
movie1851,drama,1995,3.0,104478
movie1852,romance,2023,2.9,113127
movie1853,animation,2001,3.5,116382
movie1854,drama,2024,2.1,118294
movie1855,sci-fi,2023,3.6,116603
movie1856,romance,2009,3.6,97266
movie1857,thriller,2006,3.2,73253
movie1858,action,2006,1.8,70954
movie1859,action,1997,3.5,7605
movie1860,action,2008,2.6,52045
movie1861,sci-fi,1994,1.3,11691
movie1862,animation,2014,2.1,78472
movie1863,comedy,2009,3.5,88243
movie1864,thriller,2021,2.6,145079
movie1865,comedy,1998,2.3,25488
movie1866,drama,1991,3.7,26684
movie1867,drama,2021,4.7,29713
movie1868,thriller,1991,2.7,71924
movie1869,sci-fi,2020,2.6,23919
movie1870,drama,2010,1.2,34684
movie1871,romance,2008,4.6,103660
movie1872,drama,2007,4.9,116580
movie1873,thriller,2023,3.7,88927
movie1874,thriller,1993,3.6,44273
movie1875,horror,1998,2.5,166016
movie1876,thriller,2004,3.3,77905
movie1877,drama,2019,1.9,181721
movie1878,sci-fi,2004,4.3,147761
movie1879,comedy,2011,2.3,64476
movie1880,horror,2016,1.7,168542
movie1881,drama,1998,2.6,179735
movie1882,animation,2024,2.8,7190
movie1883,horror,2013,1.0,54151
movie1884,horror,1993,3.5,139511
movie1885,action,2019,2.4,50978
movie1886,comedy,2021,2.3,11411
movie1887,action,1992,1.2,147057
movie1888,animation,2009,1.1,177080
movie1889,drama,2001,1.8,35484
movie1890,action,2010,3.0,37326
movie1891,horror,1990,4.7,81311
movie1892,thriller,2009,4.4,184480
movie1893,horror,2020,3.4,66803
movie1894,sci-fi,1999,4.3,131772
movie1895,action,1997,3.4,143905
movie1896,thriller,2024,4.2,17331
movie1897,action,1996,5.0,156001
movie1898,sci-fi,2012,1.9,120192
movie1899,animation,2011,1.8,32192
movie1900,action,2009,2.9,91749
movie1901,horror,2012,4.9,95780
movie1902,comedy,1992,4.2,196564
movie1903,drama,2021,3.4,190186
movie1904,comedy,2009,2.5,23572
movie1905,horror,2008,4.3,123550
movie1906,thriller,2024,4.4,171702
movie1907,comedy,2001,3.8,140583
movie1908,comedy,1994,4.8,92543
movie1909,drama,1993,3.0,41805
movie1910,thriller,2024,3.8,167183
movie1911,comedy,2003,2.9,184845
movie1912,drama,2011,2.2,170240
movie1913,comedy,2024,3.5,73016
movie1914,sci-fi,2010,2.2,37899
movie1915,comedy,1990,3.8,133364
movie1916,action,2006,2.7,189983
movie1917,animation,1993,3.2,8735
movie1918,drama,2012,3.1,133880
movie1919,action,1992,3.9,151447
movie1920,comedy,2023,2.3,165471
movie1921,drama,2005,4.9,102049
movie1922,thriller,2001,3.9,170245
movie1923,action,1995,4.1,47034
movie1924,animation,2018,2.4,50905
movie1925,sci-fi,2000,2.4,118958
movie1926,romance,2010,3.5,196302
movie1927,comedy,1990,1.7,76038
movie1928,romance,2000,1.1,12954
movie1929,sci-fi,2021,3.5,5079
movie1930,sci-fi,2020,2.2,25983
movie1931,animation,1995,4.0,130239
movie1932,thriller,2024,2.1,112305
movie1933,horror,2010,2.4,150776
movie1934,romance,1997,3.6,17033
movie1935,animation,2022,3.2,188397
movie1936,animation,2001,2.3,132581
movie1937,action,2013,4.1,130515
movie1938,romance,2002,1.0,109040
movie1939,comedy,2023,4.5,21756
movie1940,thriller,2008,1.7,151094
movie1941,animation,1999,4.9,8517
movie1942,comedy,2015,2.3,30142
movie1943,thriller,2014,4.1,191089
movie1944,sci-fi,2018,4.8,15949
movie1945,drama,2021,2.5,106160
movie1946,drama,1996,1.8,194207
movie1947,comedy,1999,1.9,145579
movie1948,drama,2018,1.4,57473
movie1949,horror,2004,4.6,177154
movie1950,drama,2005,2.8,198942
movie1951,horror,1990,1.6,152256
movie1952,sci-fi,1999,2.4,96776
movie1953,thriller,2018,4.4,127387
movie1954,romance,1999,4.8,98379
movie1955,horror,2011,3.9,24702
movie1956,action,2006,3.1,91422
movie1957,animation,1991,3.4,43855
movie1958,thriller,2013,1.2,73319
movie1959,sci-fi,2012,3.8,117645
movie1960,romance,2019,1.7,131507
movie1961,horror,2000,1.1,68104
movie1962,action,2001,3.0,121427
movie1963,action,1991,3.5,68207
movie1964,sci-fi,2022,3.4,112957
movie1965,thriller,2007,4.6,79511
movie1966,sci-fi,2009,2.4,66437
movie1967,thriller,1994,4.8,32392
movie1968,action,2019,3.2,71134
movie1969,action,2022,2.0,180611
movie1970,action,2006,2.4,90976
movie1971,action,2005,1.5,9370
movie1972,animation,2013,4.8,110564
movie1973,animation,1997,1.1,175318
movie1974,drama,2005,3.8,99078
movie1975,action,2015,4.9,138811
movie1976,action,1990,3.1,160326
movie1977,thriller,1994,1.3,189648
movie1978,thriller,1997,4.7,144354
movie1979,comedy,1996,2.3,70125
movie1980,romance,2005,1.0,169726
movie1981,horror,1996,2.5,135847
movie1982,thriller,1991,3.3,31709
movie1983,animation,1990,1.1,112370
movie1984,romance,2002,4.1,39842
movie1985,comedy,2002,2.9,147214
movie1986,horror,2005,2.1,53151
movie1987,action,2007,2.8,161038
movie1988,romance,1997,1.7,121885
movie1989,action,2000,1.3,49320
movie1990,drama,2011,4.4,134691
movie1991,thriller,2009,3.7,146455
movie1992,action,2004,3.6,31546
movie1993,animation,2005,4.0,82126
movie1994,animation,1990,3.8,194592
movie1995,action,2023,4.8,185077
movie1996,sci-fi,2013,3.8,149730
movie1997,action,1990,2.5,179891
movie1998,thriller,2006,3.4,134262
movie1999,thriller,1994,3.7,82877
movie2000,animation,2014,1.3,159717
movie2001,action,2007,2.3,55981
movie2002,thriller,2021,4.9,60882
movie2003,drama,1990,1.2,133712
movie2004,romance,2000,1.9,110599
movie2005,horror,1990,3.4,130308
movie2006,drama,1991,3.7,64945
movie2007,animation,2003,1.5,87170
movie2008,animation,1991,4.3,151622
movie2009,sci-fi,2022,3.8,68301
movie2010,action,2001,1.3,194557
movie2011,action,2011,4.6,13871
movie2012,action,2003,5.0,197440
movie2013,animation,2014,4.3,16239
movie2014,romance,1995,3.4,87913
movie2015,thriller,1994,3.9,156152
movie2016,comedy,2017,4.4,132167
movie2017,comedy,1990,5.0,86018
movie2018,romance,1995,1.2,145056
movie2019,horror,2016,4.0,170705
movie2020,sci-fi,1993,3.0,36603
movie2021,horror,1998,4.0,127668
movie2022,animation,2018,3.2,143825
movie2023,comedy,2022,2.7,118901
movie2024,romance,1993,2.6,185949
movie2025,comedy,2015,3.1,127713
movie2026,animation,1993,3.7,123808
movie2027,sci-fi,2004,3.5,92563
movie2028,drama,1996,1.4,148985
movie2029,romance,2007,2.3,84383
movie2030,sci-fi,2009,3.7,114582
movie2031,drama,2000,1.2,28920
movie2032,drama,1993,1.5,49081
movie2033,action,1993,3.9,165520
movie2034,drama,2014,4.2,102491
movie2035,action,1994,3.1,110239
movie2036,sci-fi,2012,2.3,118964
movie2037,thriller,2008,4.1,152111
movie2038,drama,1998,4.1,190132
movie2039,sci-fi,2001,1.1,70595
movie2040,romance,2007,3.5,109519
movie2041,action,1995,4.3,173473
movie2042,action,1999,1.4,34501
movie2043,drama,1996,2.9,36155
movie2044,thriller,2020,1.5,180075
movie2045,animation,1994,2.2,102479
movie2046,animation,2016,3.2,136082
movie2047,horror,2016,2.5,126207
movie2048,drama,2015,4.6,29191
movie2049,thriller,2003,1.0,169392
movie2050,sci-fi,2011,4.9,72015
movie2051,sci-fi,2001,3.0,171098
movie2052,thriller,1996,4.9,15702
movie2053,comedy,1990,4.7,114609
movie2054,romance,2008,1.7,142359
movie2055,action,1992,4.8,169698
movie2056,action,2014,4.8,49244
movie2057,drama,1999,2.4,9403
movie2058,sci-fi,2003,2.1,128069
movie2059,romance,2014,4.4,171085
movie2060,action,2010,1.6,109188
movie2061,horror,2020,2.5,67657
movie2062,thriller,2019,1.1,180905
movie2063,animation,2014,1.3,87195
movie2064,thriller,2010,1.5,166401
movie2065,sci-fi,2015,3.1,174999
movie2066,horror,2023,1.9,69657
movie2067,romance,2004,2.1,183297
movie2068,sci-fi,2011,2.3,189725
movie2069,animation,2017,2.1,152545
movie2070,sci-fi,2001,2.8,144321
movie2071,thriller,1997,4.6,84328
movie2072,romance,1992,2.0,159192
movie2073,comedy,2002,3.6,48452
movie2074,action,2008,3.0,16876
movie2075,drama,2009,1.9,175706
movie2076,romance,2020,2.8,42088
movie2077,comedy,1998,2.8,142012
movie2078,comedy,2015,1.4,49769
movie2079,horror,1993,2.3,14012
movie2080,drama,2021,1.8,5648
movie2081,sci-fi,2017,2.5,155085
movie2082,romance,2018,4.2,194965
movie2083,animation,1994,3.5,30935
movie2084,drama,1990,3.5,192767
movie2085,sci-fi,2004,3.5,27960
movie2086,romance,1990,4.7,125089
movie2087,romance,2007,4.7,71937
movie2088,romance,2021,3.1,38155
movie2089,horror,2003,2.1,175060
movie2090,horror,1994,4.2,72809
movie2091,drama,1992,4.2,21108
movie2092,animation,1999,4.2,20326
movie2093,animation,2021,3.3,115480
movie2094,horror,2012,4.0,60853
movie2095,animation,1997,1.5,63507
movie2096,horror,2002,4.5,169217
movie2097,romance,2019,3.3,41257
movie2098,sci-fi,2004,2.9,149617
movie2099,animation,1995,2.5,155867
movie2100,sci-fi,2016,3.7,147611
movie2101,sci-fi,2003,2.8,100786
movie2102,animation,2010,3.3,46088
movie2103,romance,1992,2.7,49545
movie2104,horror,2005,3.3,83643
movie2105,drama,2003,4.8,176266
movie2106,sci-fi,2023,1.5,115451
movie2107,sci-fi,1992,4.9,111666
movie2108,action,2009,4.1,142046
movie2109,comedy,2014,2.7,165770
movie2110,action,2004,3.9,193760
movie2111,horror,2005,3.5,67616
movie2112,romance,2016,2.1,147822
movie2113,drama,1991,1.1,49986
movie2114,horror,2016,4.0,189506
movie2115,sci-fi,2019,4.0,148387
movie2116,animation,2007,2.9,24466
movie2117,sci-fi,2002,1.6,84911
movie2118,horror,2023,5.0,116077
movie2119,action,1990,3.5,59134
movie2120,drama,2010,2.2,92205
movie2121,action,2017,4.5,187526
movie2122,drama,2002,1.2,107496
movie2123,animation,1995,1.3,72505
movie2124,thriller,1999,4.4,50709
movie2125,sci-fi,2018,2.2,129187
movie2126,animation,1992,3.4,20384
movie2127,drama,1994,1.6,35243
movie2128,horror,2003,2.6,159750
movie2129,drama,2018,1.4,60023
movie2130,comedy,2004,4.9,8995
movie2131,thriller,2009,2.1,192549
movie2132,thriller,1999,3.9,152921
movie2133,thriller,2018,2.6,10142
movie2134,comedy,1996,5.0,83183
movie2135,thriller,1994,1.2,89498
movie2136,romance,1990,2.4,198480
movie2137,horror,1990,3.6,106191
movie2138,comedy,2022,4.2,105529
movie2139,sci-fi,2007,3.1,189284
movie2140,thriller,1990,4.8,182508
movie2141,sci-fi,2018,1.0,10680
movie2142,romance,2005,3.1,124081
movie2143,horror,2020,2.5,28363
movie2144,thriller,2018,5.0,16326
movie2145,comedy,1993,2.5,22302
movie2146,romance,2001,3.9,160764
movie2147,drama,2000,1.9,122240
movie2148,animation,1995,2.2,6137
movie2149,sci-fi,1993,2.6,65039
movie2150,comedy,2020,4.0,193830
movie2151,animation,2005,3.9,22547
